publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Le théorème spectral									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/le-theoreme-spectral-af568/	Lenoir	le-theoreme-spectral-af568		fulltext	https://doi.org/10.51257/a-v1-af568	Editions T.I.	monograph		2012				methodes-numeriques-42105210		P
Méthode de Boltzmann sur réseau - Application à la mécanique des fluides									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/methode-de-boltzmann-sur-reseau-bm5220/	Martin	methode-de-boltzmann-sur-reseau-bm5220		fulltext	https://doi.org/10.51257/a-v1-bm5220	Editions T.I.	monograph		2019				methodes-numeriques-42105210		P
Introduction au parallélisme et aux architectures parallèles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/introduction-au-parallelisme-et-aux-architectures-paralleles-h1088/	Cappello	introduction-au-parallelisme-et-aux-architectures-paralleles-h1088		fulltext	https://doi.org/10.51257/a-v2-h1088	Editions T.I.	monograph		2017				methodes-numeriques-42105210		P
Scilab, un logiciel libre de calcul scientifique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/scilab-un-logiciel-libre-de-calcul-scientifique-in31/	Gomez	scilab-un-logiciel-libre-de-calcul-scientifique-in31		fulltext	https://doi.org/10.51257/a-v1-in31	Editions T.I.	monograph		2005				methodes-numeriques-42105210		P
Analyse numérique des équations différentielles et aux dérivées partielles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/		analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		fulltext		Editions T.I.	monograph								P
Approximation des équations aux dérivées partielles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/approximation-des-equations-aux-derivees-partielles-a550/	Chavent	approximation-des-equations-aux-derivees-partielles-a550		fulltext	https://doi.org/10.51257/a-v1-a550	Editions T.I.	monograph		1993				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Contrôle des systèmes à paramètres distribués									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/controle-des-systemes-a-parametres-distribues-af1372/	Yvon	controle-des-systemes-a-parametres-distribues-af1372		fulltext	https://doi.org/10.51257/a-v1-af1372	Editions T.I.	monograph		2009				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Commande optimale									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/commande-optimale-af1374/	Bonnans	commande-optimale-af1374		fulltext	https://doi.org/10.51257/a-v1-af1374	Editions T.I.	monograph		2015				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Méthodes de décomposition de domaines - Notions de base									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/methodes-de-decomposition-de-domaines-af1375/	Gander	methodes-de-decomposition-de-domaines-af1375		fulltext	https://doi.org/10.51257/a-v1-af1375	Editions T.I.	monograph		2012				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Méthodes de décomposition de domaines - Extensions									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/methodes-de-decomposition-de-domaines-af1376/	Gander	methodes-de-decomposition-de-domaines-af1376		fulltext	https://doi.org/10.51257/a-v1-af1376	Editions T.I.	monograph		2012				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Méthodes de simulation sans maillage									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/methodes-de-simulation-sans-maillage-af1378/	Cueto	methodes-de-simulation-sans-maillage-af1378		fulltext	https://doi.org/10.51257/a-v1-af1378	Editions T.I.	monograph		2016				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Techniques de réduction de modèles - Vers une nouvelle génération d'abaques numériques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/techniques-de-reduction-de-modeles-af1381/	Chinesta	techniques-de-reduction-de-modeles-af1381		fulltext	https://doi.org/10.51257/a-v1-af1381	Editions T.I.	monograph		2015				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Aspects numériques du contrôle linéaire									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/aspects-numeriques-du-controle-lineaire-af1400/	Brezinski	aspects-numeriques-du-controle-lineaire-af1400		fulltext	https://doi.org/10.51257/a-v1-af1400	Editions T.I.	monograph		2007				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Analyse numérique des équations intégrales									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/analyse-numerique-des-equations-integrales-af1403/	Atkinson	analyse-numerique-des-equations-integrales-af1403		fulltext	https://doi.org/10.51257/a-v1-af1403	Editions T.I.	monograph		2020				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Résolution numérique des équations de Navier-Stokes par la méthode des différences finies									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/resolution-numerique-des-equations-de-navier-stokes-par-la-methode-des-differences-finies-af1404/	Spiteri	resolution-numerique-des-equations-de-navier-stokes-par-la-methode-des-differences-finies-af1404		fulltext	https://doi.org/10.51257/a-v1-af1404	Editions T.I.	monograph		2022				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Résolution numérique des équations de Navier-Stokes par la méthode des volumes finis									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/resolution-numerique-des-equations-de-navier-stokes-par-la-methode-des-volumes-finis-af1406/	Spiteri	resolution-numerique-des-equations-de-navier-stokes-par-la-methode-des-volumes-finis-af1406		fulltext	https://doi.org/10.51257/a-v1-af1406	Editions T.I.	monograph		2022				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Résolution numérique des équations de Navier-Stokes par la méthode des éléments finis									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/resolution-numerique-des-equations-de-navier-stokes-par-la-methode-des-elements-finis-af1407/	Spiteri	resolution-numerique-des-equations-de-navier-stokes-par-la-methode-des-elements-finis-af1407		fulltext	https://doi.org/10.51257/a-v1-af1407	Editions T.I.	monograph		2022				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Équations aux dérivées partielles - Partie 1									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/equations-aux-derivees-partielles-af190/	Bardos	equations-aux-derivees-partielles-af190		fulltext	https://doi.org/10.51257/a-v1-af190	Editions T.I.	monograph		2010				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Équations aux dérivées partielles - Partie 2									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/equations-aux-derivees-partielles-af191/	Bardos	equations-aux-derivees-partielles-af191		fulltext	https://doi.org/10.51257/a-v1-af191	Editions T.I.	monograph		2010				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Méthode des différences finies pour les EDP stationnaires									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/methode-des-differences-finies-pour-les-edp-stationnaires-af500/	Spiteri	methode-des-differences-finies-pour-les-edp-stationnaires-af500		fulltext	https://doi.org/10.51257/a-v1-af500	Editions T.I.	monograph		2002				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Méthode des différences finies pour les EDP d’évolution									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/methode-des-differences-finies-pour-les-edp-d-evolution-af501/	Spiteri	methode-des-differences-finies-pour-les-edp-d-evolution-af501		fulltext	https://doi.org/10.51257/a-v1-af501	Editions T.I.	monograph		2002				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Approche variationnelle pour la méthode des éléments finis									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/approche-variationnelle-pour-la-methode-des-elements-finis-af503/	Spiteri	approche-variationnelle-pour-la-methode-des-elements-finis-af503		fulltext	https://doi.org/10.51257/a-v1-af503	Editions T.I.	monograph		2002				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Introduction à la méthode des éléments finis									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/introduction-a-la-methode-des-elements-finis-af504/	Spiteri	introduction-a-la-methode-des-elements-finis-af504		fulltext	https://doi.org/10.51257/a-v1-af504	Editions T.I.	monograph		2002				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Présentation générale de la méthode des éléments finis									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/presentation-generale-de-la-methode-des-elements-finis-af505/	Spiteri	presentation-generale-de-la-methode-des-elements-finis-af505		fulltext	https://doi.org/10.51257/a-v1-af505	Editions T.I.	monograph		2002				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Schémas numériques de volumes finis									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/schemas-numeriques-de-volumes-finis-af508/	Despres	schemas-numeriques-de-volumes-finis-af508		fulltext	https://doi.org/10.51257/a-v1-af508	Editions T.I.	monograph		2012				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Des schémas numériques pour la mécanique des fluides compressibles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/des-schemas-numeriques-pour-la-mecanique-des-fluides-compressibles-af512/	Turpault	des-schemas-numeriques-pour-la-mecanique-des-fluides-compressibles-af512		fulltext	https://doi.org/10.51257/a-v1-af512	Editions T.I.	monograph		2020				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
À la découverte des méthodes spectrales									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/a-la-decouverte-des-methodes-spectrales-af520/	Bernardi	a-la-decouverte-des-methodes-spectrales-af520		fulltext	https://doi.org/10.51257/a-v1-af520	Editions T.I.	monograph		2013				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Intégration numérique des équations différentielles raides									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/integration-numerique-des-equations-differentielles-raides-af653/	Hairer	integration-numerique-des-equations-differentielles-raides-af653		fulltext	https://doi.org/10.51257/a-v1-af653	Editions T.I.	monograph		2007				analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		P
Probabilités et statistique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/		probabilites-et-statistique-42101210		fulltext		Editions T.I.	monograph								P
Relations entre probabilités et équations aux dérivées partielles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/relations-entre-probabilites-et-equations-aux-derivees-partielles-a565/	Fouque	relations-entre-probabilites-et-equations-aux-derivees-partielles-a565		fulltext	https://doi.org/10.51257/a-v1-a565	Editions T.I.	monograph		1996				probabilites-et-statistique-42101210		P
Probabilités - Présentation									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/probabilites-af165/	Méléard	probabilites-af165		fulltext	https://doi.org/10.51257/a-v1-af165	Editions T.I.	monograph		2001				probabilites-et-statistique-42101210		P
Probabilités - Concepts fondamentaux									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/probabilites-af166/	Méléard	probabilites-af166		fulltext	https://doi.org/10.51257/a-v1-af166	Editions T.I.	monograph		2001				probabilites-et-statistique-42101210		P
Statistique descriptive - Traitement des données									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/statistique-descriptive-af167/	Cheze	statistique-descriptive-af167		fulltext	https://doi.org/10.51257/a-v1-af167	Editions T.I.	monograph		2002				probabilites-et-statistique-42101210		P
Statistique inférentielle - Estimation									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/statistique-inferentielle-af168/	Chèze	statistique-inferentielle-af168		fulltext	https://doi.org/10.51257/a-v1-af168	Editions T.I.	monograph		2003				probabilites-et-statistique-42101210		P
Statistique inférentielle - Estimation. Tables statistiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/statistique-inferentielle-af169/	Cheze	statistique-inferentielle-af169		fulltext	https://doi.org/10.51257/a-v1-af169	Editions T.I.	monograph		2003				probabilites-et-statistique-42101210		P
Statistique inférentielle - Tests statistiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/statistique-inferentielle-af170/	Chèze	statistique-inferentielle-af170		fulltext	https://doi.org/10.51257/a-v1-af170	Editions T.I.	monograph		2004				probabilites-et-statistique-42101210		P
Mouvement brownien et calcul stochastique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/mouvement-brownien-et-calcul-stochastique-af566/	Méléard	mouvement-brownien-et-calcul-stochastique-af566		fulltext	https://doi.org/10.51257/a-v1-af566	Editions T.I.	monograph		2003				probabilites-et-statistique-42101210		P
Processus stochastiques et fiabilité des systèmes									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/processus-stochastiques-et-fiabilite-des-systemes-af570/	Bon	processus-stochastiques-et-fiabilite-des-systemes-af570		fulltext	https://doi.org/10.51257/a-v1-af570	Editions T.I.	monograph		2009				probabilites-et-statistique-42101210		P
Simulations et méthodes de Monte Carlo									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/simulations-et-methodes-de-monte-carlo-af600/	Rubino	simulations-et-methodes-de-monte-carlo-af600		fulltext	https://doi.org/10.51257/a-v1-af600	Editions T.I.	monograph		2007				probabilites-et-statistique-42101210		P
Estimation fonctionnelle									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/estimation-fonctionnelle-af603/	Bosq	estimation-fonctionnelle-af603		fulltext	https://doi.org/10.51257/a-v1-af603	Editions T.I.	monograph		2009				probabilites-et-statistique-42101210		P
Statistique bayésienne : les bases									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/statistique-bayesienne-les-bases-af605/	Marin	statistique-bayesienne-les-bases-af605		fulltext	https://doi.org/10.51257/a-v1-af605	Editions T.I.	monograph		2009				probabilites-et-statistique-42101210		P
Files d'attente									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/files-d-attente-af610/	Lacroix	files-d-attente-af610		fulltext	https://doi.org/10.51257/a-v1-af610	Editions T.I.	monograph		2009				probabilites-et-statistique-42101210		P
Chaînes de Markov									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/chaines-de-markov-af612/	Lacroix	chaines-de-markov-af612		fulltext	https://doi.org/10.51257/a-v1-af612	Editions T.I.	monograph		2008				probabilites-et-statistique-42101210		P
Séries temporelles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/series-temporelles-af614/	Aragon	series-temporelles-af614		fulltext	https://doi.org/10.51257/a-v1-af614	Editions T.I.	monograph		2009				probabilites-et-statistique-42101210		P
Modèles de Markov cachés pour l’étiquetage de séquences									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/modeles-de-markov-caches-pour-l-etiquetage-de-sequences-af615/	Artières	modeles-de-markov-caches-pour-l-etiquetage-de-sequences-af615		fulltext	https://doi.org/10.51257/a-v1-af615	Editions T.I.	monograph		2013				probabilites-et-statistique-42101210		P
Analyse des données ou statistique exploratoire multidimensionnelle									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/probabilites-et-statistique-42101210/analyse-des-donnees-ou-statistique-exploratoire-multidimensionnelle-af620/	Besse	analyse-des-donnees-ou-statistique-exploratoire-multidimensionnelle-af620		fulltext	https://doi.org/10.51257/a-v1-af620	Editions T.I.	monograph		2011				probabilites-et-statistique-42101210		P
Applications des mathématiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/		applications-des-mathematiques-42102210		fulltext		Editions T.I.	monograph								P
Courbes et surfaces pour la CFAO									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/courbes-et-surfaces-pour-la-cfao-a1440/	Bézier	courbes-et-surfaces-pour-la-cfao-a1440		fulltext	https://doi.org/10.51257/a-v1-a1440	Editions T.I.	monograph		1992				applications-des-mathematiques-42102210		P
Systèmes hamiltoniens : un aperçu variationnel									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/systemes-hamiltoniens-un-apercu-variationnel-af106/	Bonheure	systemes-hamiltoniens-un-apercu-variationnel-af106		fulltext	https://doi.org/10.51257/a-v1-af106	Editions T.I.	monograph		2008				applications-des-mathematiques-42102210		P
Séparation et contraction de variables en spectroscopie moléculaire - La méthode ICCE									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/separation-et-contraction-de-variables-en-spectroscopie-moleculaire-af110/	Cassam-chenaï	separation-et-contraction-de-variables-en-spectroscopie-moleculaire-af110		fulltext	https://doi.org/10.51257/a-v1-af110	Editions T.I.	monograph		2014				applications-des-mathematiques-42102210		P
Catastrophes et chaos dans les systèmes dynamiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/catastrophes-et-chaos-dans-les-systemes-dynamiques-af1405/	Dang vu-delcarte	catastrophes-et-chaos-dans-les-systemes-dynamiques-af1405		fulltext	https://doi.org/10.51257/a-v1-af1405	Editions T.I.	monograph		2010				applications-des-mathematiques-42102210		P
Courbes et surfaces en géométrie de la CAO									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/courbes-et-surfaces-en-geometrie-de-la-cao-af1438/	Gibaru	courbes-et-surfaces-en-geometrie-de-la-cao-af1438		fulltext	https://doi.org/10.51257/a-v1-af1438	Editions T.I.	monograph		2015				applications-des-mathematiques-42102210		P
La transformée de Fourier et ses applications (partie 1)									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/la-transformee-de-fourier-et-ses-applications-partie-1-af1440/	Le roux	la-transformee-de-fourier-et-ses-applications-partie-1-af1440		fulltext	https://doi.org/10.51257/a-v1-af1440	Editions T.I.	monograph		2007				applications-des-mathematiques-42102210		P
La transformée de Fourier et ses applications (partie 2)									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/la-transformee-de-fourier-et-ses-applications-partie-2-af1441/	Le roux	la-transformee-de-fourier-et-ses-applications-partie-2-af1441		fulltext	https://doi.org/10.51257/a-v1-af1441	Editions T.I.	monograph		2007				applications-des-mathematiques-42102210		P
La transformée de Fourier et ses applications (partie 3)									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/la-transformee-de-fourier-et-ses-applications-partie-3-af1442/	Le roux	la-transformee-de-fourier-et-ses-applications-partie-3-af1442		fulltext	https://doi.org/10.51257/a-v1-af1442	Editions T.I.	monograph		2007				applications-des-mathematiques-42102210		P
Turbulence et analyse en paquets d’ondelettes									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/turbulence-et-analyse-en-paquets-d-ondelettes-af1445/	Fischer	turbulence-et-analyse-en-paquets-d-ondelettes-af1445		fulltext	https://doi.org/10.51257/a-v1-af1445	Editions T.I.	monograph		2006				applications-des-mathematiques-42102210		P
Modélisation du risque de contamination d'un aliment par son emballage									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/modelisation-du-risque-de-contamination-d-un-aliment-par-son-emballage-af1446/	Vitrac	modelisation-du-risque-de-contamination-d-un-aliment-par-son-emballage-af1446		fulltext	https://doi.org/10.51257/a-v1-af1446	Editions T.I.	monograph		2011				applications-des-mathematiques-42102210		P
Analyse multifractale en ondelettes pour l'analyse de données atmosphériques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/analyse-multifractale-en-ondelettes-pour-l-analyse-de-donnees-atmospheriques-af1447/	Fischer	analyse-multifractale-en-ondelettes-pour-l-analyse-de-donnees-atmospheriques-af1447		fulltext	https://doi.org/10.51257/a-v1-af1447	Editions T.I.	monograph		2010				applications-des-mathematiques-42102210		P
Économétrie et théorie des jeux									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/econometrie-et-theorie-des-jeux-af1500/	Bouyaux	econometrie-et-theorie-des-jeux-af1500		fulltext	https://doi.org/10.51257/a-v1-af1500	Editions T.I.	monograph		2014				applications-des-mathematiques-42102210		P
Théorie de la décision									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/theorie-de-la-decision-af1502/	Jouini	theorie-de-la-decision-af1502		fulltext	https://doi.org/10.51257/a-v1-af1502	Editions T.I.	monograph		2017				applications-des-mathematiques-42102210		P
Reconnaissance des formes									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/reconnaissance-des-formes-af1510/	Artieres	reconnaissance-des-formes-af1510		fulltext	https://doi.org/10.51257/a-v1-af1510	Editions T.I.	monograph		2011				applications-des-mathematiques-42102210		P
Morphologie mathématique et traitement d’images									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/morphologie-mathematique-et-traitement-d-images-af1515/	Bloch	morphologie-mathematique-et-traitement-d-images-af1515		fulltext	https://doi.org/10.51257/a-v1-af1515	Editions T.I.	monograph		2012				applications-des-mathematiques-42102210		P
Biomathématiques, du discret au continu, au service de la modélisation du vivant									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/biomathematiques-du-discret-au-continu-au-service-de-la-modelisation-du-vivant-af1520/	Demongeot	biomathematiques-du-discret-au-continu-au-service-de-la-modelisation-du-vivant-af1520		fulltext	https://doi.org/10.51257/a-v1-af1520	Editions T.I.	monograph		2012				applications-des-mathematiques-42102210		P
Modélisation mathématique et intelligence artificielle en agriculture									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/modelisation-mathematique-et-intelligence-artificielle-en-agriculture-af1521/	Carrier	modelisation-mathematique-et-intelligence-artificielle-en-agriculture-af1521		fulltext	https://doi.org/10.51257/a-v1-af1521	Editions T.I.	monograph		2021				applications-des-mathematiques-42102210		P
Modélisation dynamique des congestions routières									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/modelisation-dynamique-des-congestions-routieres-af1525/	Duret	modelisation-dynamique-des-congestions-routieres-af1525		fulltext	https://doi.org/10.51257/a-v1-af1525	Editions T.I.	monograph		2014				applications-des-mathematiques-42102210		P
Le classement des sommets dans les réseaux									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/le-classement-des-sommets-dans-les-reseaux-af1527/	Brezinski	le-classement-des-sommets-dans-les-reseaux-af1527		fulltext	https://doi.org/10.51257/a-v1-af1527	Editions T.I.	monograph		2017				applications-des-mathematiques-42102210		P
Mathématiques de l’assurance - Principes de base									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/mathematiques-de-l-assurance-af1529/	Hess	mathematiques-de-l-assurance-af1529		fulltext	https://doi.org/10.51257/a-v1-af1529	Editions T.I.	monograph		2022				applications-des-mathematiques-42102210		P
Mathématiques financières : évaluation de produits dérivés									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/mathematiques-financieres-evaluation-de-produits-derives-af1530/	Lépinette	mathematiques-financieres-evaluation-de-produits-derives-af1530		fulltext	https://doi.org/10.51257/a-v1-af1530	Editions T.I.	monograph		2022				applications-des-mathematiques-42102210		P
Solitons et systèmes intégrables									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/solitons-et-systemes-integrables-af163/	Talon	solitons-et-systemes-integrables-af163		fulltext	https://doi.org/10.51257/a-v1-af163	Editions T.I.	monograph		2009				applications-des-mathematiques-42102210		P
Présentation des systèmes dynamiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/presentation-des-systemes-dynamiques-af180/	Randé	presentation-des-systemes-dynamiques-af180		fulltext	https://doi.org/10.51257/a-v1-af180	Editions T.I.	monograph		1998				applications-des-mathematiques-42102210		P
Comportements asymptotiques dans les systèmes dynamiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/applications-des-mathematiques-42102210/comportements-asymptotiques-dans-les-systemes-dynamiques-af181/	Randé	comportements-asymptotiques-dans-les-systemes-dynamiques-af181		fulltext	https://doi.org/10.51257/a-v1-af181	Editions T.I.	monograph		1998				applications-des-mathematiques-42102210		P
